Unnamed: 0,Age,Sex,Job,Saving_accounts,Checking_account,Credit_amount,Duration,Credit_per_Duration,Housing_own,Housing_rent,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Credit_Amount_Bin,Credit_Duration_Product,Age_Group_Label
11,24,0,1,0,0,4308,48,89.75,False,True,False,False,False,False,False,False,False,2,206784,3
414,35,0,1,4,0,1381,24,57.54166666666666,True,False,True,False,False,False,False,False,False,1,33144,0
272,36,1,1,4,1,12169,48,253.52083333333331,False,False,True,False,False,False,False,False,False,3,584112,0
427,46,1,1,3,3,1149,18,63.833333333333336,True,False,False,False,False,False,True,False,False,1,20682,1
476,24,1,1,2,3,2569,39,65.87179487179488,True,False,True,False,False,False,False,False,False,2,100191,3
972,29,0,0,0,0,1193,24,49.708333333333336,False,True,True,False,False,False,False,False,False,1,28632,0
133,47,1,1,0,3,1984,18,110.22222222222224,False,False,False,False,False,True,False,False,False,1,35712,1
322,34,1,1,0,0,2910,24,121.25,False,False,True,False,False,False,False,False,False,2,69840,0
917,68,1,1,0,0,14896,6,2482.6666666666665,True,False,True,False,False,False,False,False,False,3,89376,2
32,30,1,1,1,1,5866,18,325.8888888888889,True,False,True,False,False,False,False,False,False,0,105588,0
61,50,1,1,4,1,1537,15,102.46666666666668,True,False,False,False,False,False,True,False,False,1,23055,1
461,36,1,1,0,0,1721,15,114.73333333333332,True,False,True,False,False,False,False,False,False,1,25815,0
720,34,1,1,0,2,1337,9,148.55555555555554,True,False,False,False,False,False,True,False,False,1,12033,0
930,24,1,1,0,0,1747,24,72.79166666666667,True,False,False,False,False,True,False,False,False,1,41928,3
989,48,1,1,0,1,1743,24,72.625,True,False,False,False,False,False,True,False,False,1,41832,1
217,23,1,1,0,2,3913,36,108.69444444444444,True,False,False,False,False,False,True,False,False,2,140868,3
409,28,1,1,2,2,939,12,78.25,True,False,True,False,False,False,False,False,False,1,11268,0
93,20,1,1,4,2,3617,24,150.70833333333334,False,True,False,False,False,True,False,False,False,2,86808,3
365,36,1,1,0,3,1542,12,128.5,True,False,False,False,False,False,False,False,False,1,18504,0
416,33,1,1,0,0,2579,12,214.91666666666663,True,False,True,False,False,False,False,False,False,2,30948,0
912,25,0,1,4,1,2991,30,99.7,True,False,False,False,False,False,True,False,False,2,89730,0
364,25,1,0,0,0,2473,18,137.38888888888889,True,False,False,False,False,True,False,False,False,2,44514,0
867,42,1,1,0,3,3331,12,277.5833333333333,True,False,False,False,False,True,False,False,False,2,39972,1
600,45,0,1,0,1,2329,7,332.7142857142857,True,False,False,False,False,False,True,False,False,2,16303,1
710,32,1,1,2,3,629,18,34.94444444444444,True,False,False,False,False,False,True,False,False,1,11322,0
468,26,0,1,0,3,2764,33,83.75757575757575,True,False,False,False,False,False,False,False,False,2,91212,0
292,44,0,1,0,0,6419,24,267.4583333333333,False,False,True,False,False,False,False,False,False,0,154056,1
805,24,1,1,0,0,9271,36,257.52777777777777,True,False,True,False,False,False,False,False,False,0,333756,3
397,46,1,1,0,0,2348,36,65.22222222222223,True,False,False,False,False,True,False,False,False,2,84528,1
975,57,0,1,2,2,1258,24,52.41666666666666,True,False,False,False,False,False,True,False,False,1,30192,1
855,33,1,1,1,3,1474,24,61.41666666666666,True,False,True,False,False,False,False,False,False,1,35376,0
882,36,1,1,4,1,2181,30,72.7,True,False,True,False,False,False,False,False,False,2,65430,0
435,25,1,1,4,1,1484,12,123.66666666666669,True,False,False,False,False,False,True,False,False,1,17808,0
581,49,1,1,0,1,3124,12,260.3333333333333,True,False,True,False,False,False,False,False,False,2,37488,1
929,43,1,1,0,0,1344,12,112.0,True,False,True,False,False,False,False,False,False,1,16128,1
457,35,1,1,0,0,3386,12,282.1666666666667,False,False,True,False,False,False,False,False,False,2,40632,0
607,50,0,1,1,1,2671,36,74.19444444444444,False,False,False,False,False,False,True,False,False,2,96156,1
333,24,0,1,1,3,11590,48,241.45833333333331,False,True,True,False,False,False,False,False,False,3,556320,3
524,26,0,1,0,1,1113,18,61.833333333333336,True,False,False,False,False,False,True,False,False,1,20034,0
324,36,0,1,0,3,1028,18,57.11111111111112,True,False,True,False,False,False,False,False,False,1,18504,0
8,61,1,1,3,3,3059,12,254.91666666666663,True,False,False,False,False,False,True,False,False,2,36708,2
261,55,0,1,0,0,1603,24,66.79166666666667,True,False,False,False,False,False,True,False,False,1,38472,1
172,34,0,1,0,1,2064,24,86.0,True,False,False,False,False,True,False,False,False,2,49536,0
864,25,1,1,0,3,2210,10,221.0,False,True,False,False,False,True,False,False,False,2,22100,0
475,26,0,1,0,0,3114,18,173.0,False,True,False,False,False,True,False,False,False,2,56052,0
116,30,0,1,4,0,7174,42,170.8095238095238,True,False,False,False,False,False,True,False,False,0,301308,0
220,26,1,1,0,1,625,12,52.083333333333336,True,False,False,False,False,False,True,False,False,1,7500,0
810,26,1,1,0,1,907,8,113.375,True,False,False,False,False,False,False,False,False,1,7256,0
388,27,1,1,2,1,2326,15,155.06666666666666,True,False,False,False,False,False,False,False,False,2,34890,0
764,27,1,1,1,3,2463,24,102.625,True,False,True,False,False,False,False,False,False,2,59112,0
421,30,1,1,4,1,2028,12,169.0,True,False,True,False,False,False,False,False,False,2,24336,0
626,41,1,1,0,2,2116,6,352.6666666666667,True,False,False,False,False,True,False,False,False,2,12696,1
400,39,1,1,0,3,1473,18,81.83333333333333,True,False,False,False,False,False,True,False,False,1,26514,0
870,40,0,1,2,3,7678,36,213.27777777777777,True,False,False,False,False,True,False,False,False,0,276408,1
353,28,1,1,0,0,6199,12,516.5833333333334,False,True,False,False,False,False,True,False,False,0,74388,0
2,49,1,1,0,3,2096,12,174.66666666666666,True,False,False,False,True,False,False,False,False,2,25152,1
984,30,1,1,0,3,2028,24,84.5,True,False,False,False,False,True,False,False,False,2,48672,0
562,29,0,1,0,2,683,6,113.83333333333331,True,False,False,False,False,False,True,False,False,1,4098,0
291,28,1,1,0,1,9398,36,261.05555555555554,False,True,True,False,False,False,False,False,False,0,338328,0
699,40,1,1,0,2,1905,15,127.0,False,True,False,False,True,False,False,False,False,1,28575,1
176,42,1,1,0,0,2577,12,214.75,True,False,False,False,False,True,False,False,False,2,30924,1
573,22,0,1,0,0,806,15,53.73333333333333,True,False,False,False,False,False,False,False,False,1,12090,3
927,39,1,1,0,0,10297,48,214.52083333333331,False,False,True,False,False,False,False,False,False,3,494256,0
623,22,0,1,0,0,1858,12,154.83333333333334,False,True,False,False,False,True,False,False,False,1,22296,3
367,22,0,1,0,0,3650,18,202.77777777777777,False,True,False,False,False,True,False,False,False,2,65700,3
998,23,1,1,0,0,1845,45,41.0,False,False,False,False,False,False,True,False,False,1,83025,3
576,27,0,1,0,1,2930,12,244.16666666666663,True,False,False,False,False,False,True,False,False,2,35160,0
482,57,0,1,3,0,3622,30,120.73333333333332,False,True,False,False,False,True,False,False,False,2,108660,1
579,27,1,1,0,3,937,24,39.04166666666666,True,False,False,False,True,False,False,False,False,1,22488,0
452,34,1,1,0,3,2759,12,229.91666666666663,True,False,False,False,False,True,False,False,False,2,33108,0
885,53,0,1,0,0,795,12,66.25,True,False,False,False,True,False,False,False,False,1,9540,1
399,43,0,1,3,3,1516,24,63.16666666666666,True,False,False,False,False,False,True,False,False,1,36384,1
957,37,1,1,0,1,1154,9,128.22222222222223,True,False,False,False,False,False,True,False,False,1,10386,0
900,43,1,1,0,0,2625,16,164.0625,False,True,True,False,False,False,False,False,False,2,42000,1
724,21,0,1,0,3,2570,27,95.1851851851852,False,True,True,False,False,False,False,False,False,2,69390,3
234,42,1,1,0,3,1544,4,386.0,True,False,False,False,False,False,True,False,False,1,6176,1
90,56,1,1,0,3,618,12,51.5,True,False,False,False,False,False,True,False,False,1,7416,1
165,32,1,1,2,3,2978,6,496.3333333333333,True,False,False,False,False,True,False,False,False,2,17868,0
546,37,0,1,0,3,2022,24,84.25,True,False,True,False,False,False,False,False,False,2,48528,0
647,26,0,1,2,3,1386,12,115.5,True,False,True,False,False,False,False,False,False,1,16632,0
304,44,1,1,2,3,10127,48,210.97916666666663,False,False,True,False,False,False,False,False,False,3,486096,1
496,29,1,1,1,1,9034,36,250.94444444444449,False,True,False,False,False,True,False,False,False,0,325224,0
891,46,1,1,0,3,1829,15,121.93333333333334,True,False,False,False,False,False,True,False,False,1,27435,1
149,46,1,1,3,3,1582,18,87.88888888888889,True,False,False,False,False,False,True,False,False,1,28476,1
661,23,1,1,4,0,900,12,75.0,True,False,True,False,False,False,False,False,False,1,10800,3
602,34,0,1,0,1,1837,24,76.54166666666667,False,False,False,False,True,False,False,False,False,1,44088,0
389,27,0,1,0,3,1449,9,161.0,True,False,False,False,False,False,False,False,False,1,13041,0
790,39,0,1,0,1,1188,21,56.57142857142857,True,False,False,False,False,False,False,False,False,1,24948,0
783,23,0,1,1,1,836,12,69.66666666666667,True,False,True,False,False,False,False,False,False,1,10032,3
509,45,1,1,1,3,8588,39,220.2051282051282,True,False,True,False,False,False,False,False,False,0,334932,1
401,28,1,1,4,1,1887,18,104.83333333333331,True,False,False,False,False,False,False,False,False,1,33966,0
654,35,1,1,0,3,2346,24,97.75,True,False,True,False,False,False,False,False,False,2,56304,0
849,57,1,1,0,0,709,12,59.083333333333336,True,False,False,False,False,False,True,False,False,1,8508,1
329,28,1,1,0,1,1068,6,178.0,True,False,False,False,False,False,True,False,False,1,6408,0
190,54,1,1,3,3,4591,24,191.29166666666663,True,False,False,False,False,False,False,False,False,2,110184,1
644,32,1,1,0,0,1880,18,104.44444444444444,True,False,False,False,False,False,True,False,False,1,33840,0
350,23,0,1,0,3,1236,9,137.33333333333334,False,True,False,True,False,False,False,False,False,1,11124,3
658,28,0,1,0,1,4221,30,140.7,True,False,False,False,False,False,False,False,False,2,126630,0
893,34,1,1,0,1,5800,36,161.11111111111111,True,False,True,False,False,False,False,False,False,0,208800,0
103,35,1,1,0,1,1919,9,213.22222222222223,False,True,False,False,False,True,False,False,False,1,17271,0
933,42,1,1,2,3,522,12,43.5,True,False,False,False,False,False,True,False,False,1,6264,1
199,40,1,1,0,1,4297,18,238.72222222222223,True,False,False,False,False,True,False,False,False,2,77346,1
544,61,1,1,0,3,1255,12,104.58333333333331,True,False,True,False,False,False,False,False,False,1,15060,2
886,34,1,1,4,1,2825,24,117.70833333333331,True,False,False,False,False,False,False,False,False,2,67800,0
79,22,1,1,0,1,3832,30,127.73333333333332,True,False,False,False,False,True,False,False,False,2,114960,3
147,51,0,1,1,3,682,12,56.833333333333336,True,False,True,False,False,False,False,False,False,1,8184,1
474,33,1,1,0,1,1245,18,69.16666666666667,True,False,False,False,False,False,True,False,False,1,22410,0
528,31,1,1,0,0,2302,36,63.94444444444444,False,True,False,False,False,False,True,False,False,2,82872,0
151,38,1,1,0,3,1924,10,192.4,True,False,False,False,False,False,True,False,False,1,19240,0
182,40,1,1,4,0,1647,21,78.42857142857143,True,False,True,False,False,False,False,False,False,1,34587,1
31,27,1,1,0,0,4020,24,167.5,True,False,False,False,False,True,False,False,False,2,96480,0
824,35,1,1,0,3,3780,18,210.0,True,False,False,False,False,True,False,False,False,2,68040,0
213,66,1,1,0,2,1908,30,63.6,True,False,False,False,False,False,False,False,False,1,57240,2
405,22,1,1,0,1,2039,24,84.95833333333333,True,False,False,False,False,False,True,False,False,2,48936,3
635,47,1,1,0,3,1393,12,116.08333333333331,True,False,False,False,True,False,False,False,False,1,16716,1
187,68,1,0,0,1,1175,16,73.4375,False,False,True,False,False,False,False,False,False,1,18800,2
911,25,0,1,0,1,4736,24,197.33333333333331,True,False,False,False,False,True,False,False,False,2,113664,0
156,48,1,1,1,0,1288,9,143.11111111111111,True,False,False,False,False,False,False,True,False,1,11592,1
191,34,1,1,1,1,3844,48,80.08333333333333,False,False,False,False,False,False,False,False,False,2,184512,0
7,35,1,1,0,1,6948,36,193.0,False,True,True,False,False,False,False,False,False,0,250128,0
639,26,1,1,0,0,4370,42,104.04761904761904,True,False,False,False,False,False,True,False,False,2,183540,0
433,33,1,1,0,3,2058,24,85.75,True,False,False,False,False,False,False,True,False,2,49392,0
84,52,1,1,0,0,2315,10,231.5,True,False,False,False,False,False,True,False,False,2,23150,1
788,50,1,1,0,1,6224,48,129.66666666666666,False,False,False,False,True,False,False,False,False,0,298752,1
366,27,1,1,0,3,3850,18,213.88888888888889,True,False,True,False,False,False,False,False,False,2,69300,0
506,36,1,1,2,2,2360,15,157.33333333333334,True,False,True,False,False,False,False,False,False,2,35400,0
162,36,1,1,2,3,1262,15,84.13333333333334,True,False,False,True,False,False,False,False,False,1,18930,0
256,35,1,1,0,3,2684,24,111.83333333333331,True,False,False,False,False,False,True,False,False,2,64416,0
242,24,1,1,0,0,4605,48,95.9375,False,False,True,False,False,False,False,False,False,2,221040,3
775,25,0,1,4,0,1371,24,57.125,False,True,True,False,False,False,False,False,False,1,32904,0
653,42,1,1,1,1,8086,36,224.61111111111111,True,False,True,False,False,False,False,False,False,0,291096,1
148,28,1,1,0,0,5371,36,149.19444444444446,True,False,False,False,False,True,False,False,False,0,193356,0
508,28,1,1,0,3,1413,24,58.875,True,False,False,False,False,False,True,False,False,1,33912,0
744,30,1,1,4,0,14179,39,363.56410256410254,True,False,False,False,False,True,False,False,False,3,552981,0
203,21,1,1,0,0,902,12,75.16666666666667,False,True,False,False,True,False,False,False,False,1,10824,3
45,35,0,1,0,3,1393,11,126.63636363636364,True,False,True,False,False,False,False,False,False,1,15323,0
605,22,1,1,2,0,2828,24,117.83333333333331,True,False,False,False,False,True,False,False,False,2,67872,3
123,63,1,1,0,2,781,10,78.1,False,False,True,False,False,False,False,False,False,1,7810,2
470,22,1,1,1,1,3092,24,128.83333333333334,False,True,False,False,False,False,True,False,False,2,74208,3
62,61,1,1,0,1,1953,36,54.25,False,False,False,False,False,False,False,False,False,1,70308,2
360,61,1,1,4,1,1239,18,68.83333333333333,False,False,False,False,True,False,False,False,False,1,22302,2
390,30,1,1,0,3,1820,18,101.11111111111111,True,False,True,False,False,False,False,False,False,1,32760,0
555,22,1,1,0,1,1331,12,110.91666666666669,True,False,False,False,False,False,True,False,False,1,15972,3
27,42,0,1,3,2,409,12,34.083333333333336,False,True,False,False,False,False,True,False,False,1,4908,1
398,46,1,1,0,1,1223,12,101.91666666666669,False,True,True,False,False,False,False,False,False,1,14676,1
479,44,1,1,0,0,1478,15,98.53333333333332,True,False,False,False,False,True,False,False,False,1,22170,1
485,47,1,1,0,1,1209,6,201.5,True,False,True,False,False,False,False,False,False,1,7254,1
57,31,0,1,0,3,9566,36,265.72222222222223,True,False,False,False,False,False,True,False,False,0,344376,0
694,28,1,1,0,3,2284,24,95.16666666666669,True,False,False,False,False,False,True,False,False,2,54816,0
914,31,1,1,0,0,3161,24,131.70833333333334,False,True,False,False,False,False,False,False,False,2,75864,0
816,62,1,1,2,3,1338,6,223.0,True,False,False,True,False,False,False,False,False,1,8028,2
290,26,1,1,0,3,1076,12,89.66666666666667,True,False,False,False,False,False,False,False,False,1,12912,0
487,62,0,1,0,3,3757,24,156.54166666666666,False,False,True,False,False,False,False,False,False,2,90168,2
677,24,1,1,1,1,5595,72,77.70833333333333,True,False,False,False,False,False,True,False,False,0,402840,3
458,27,0,1,0,0,343,6,57.16666666666666,True,False,False,True,False,False,False,False,False,1,2058,0
395,32,1,1,1,1,11760,39,301.53846153846155,False,True,False,False,True,False,False,False,False,3,458640,0
20,48,1,1,0,3,2134,9,237.11111111111111,True,False,True,False,False,False,False,False,False,2,19206,1
959,30,1,1,1,1,3069,24,127.875,False,False,False,False,False,True,False,False,False,2,73656,0
380,39,1,1,4,0,2212,20,110.6,True,False,False,False,False,True,False,False,False,2,44240,0
95,58,1,1,0,1,15945,54,295.27777777777777,False,True,False,False,False,False,False,False,False,3,861030,1
68,37,1,1,0,3,1819,36,50.52777777777778,False,False,False,False,True,False,False,False,False,1,65484,0
301,42,0,1,0,1,3804,36,105.66666666666669,True,False,False,False,False,False,True,False,False,2,136944,1
315,31,1,1,0,0,2746,36,76.27777777777777,True,False,False,False,False,True,False,False,False,2,98856,0
857,28,1,1,0,3,3343,15,222.86666666666667,False,False,False,False,False,True,False,False,False,2,50145,0
574,27,1,1,0,1,1082,9,120.22222222222224,True,False,False,False,False,False,True,False,False,1,9738,0
13,60,1,1,0,0,1199,24,49.958333333333336,True,False,True,False,False,False,False,False,False,1,28776,2
200,52,1,1,2,3,936,9,104.0,True,False,False,False,True,False,False,False,False,1,8424,1
429,55,0,0,0,0,1190,18,66.11111111111111,False,False,False,False,False,False,False,True,False,1,21420,1
611,48,0,1,1,2,1240,10,124.0,False,False,True,False,False,False,False,False,False,1,12400,1
245,25,1,1,0,3,1258,24,52.41666666666666,True,False,False,False,False,False,False,False,False,1,30192,0
568,41,1,1,4,1,3979,48,82.89583333333333,True,False,False,False,False,False,True,False,False,2,190992,1
695,50,1,1,2,3,1236,6,206.0,False,True,True,False,False,False,False,False,False,1,7416,1
437,37,0,1,3,3,1287,24,53.625,True,False,True,False,False,False,False,False,False,1,30888,0
952,28,0,1,2,1,4113,24,171.375,False,True,True,False,False,False,False,False,False,2,98712,0
580,30,1,1,0,1,1056,18,58.66666666666666,True,False,True,False,False,False,False,False,False,1,19008,0
604,23,0,1,0,2,1275,10,127.5,True,False,False,False,False,True,False,False,False,1,12750,3
194,21,1,1,1,1,3031,45,67.35555555555555,False,True,False,False,False,False,True,False,False,2,136395,3
664,50,0,1,0,2,1047,6,174.5,True,False,False,False,True,False,False,False,False,1,6282,1
493,38,1,1,4,1,368,6,61.333333333333336,True,False,False,False,False,False,True,False,False,1,2208,0
943,42,1,1,0,3,1455,4,363.75,True,False,True,False,False,False,False,False,False,1,5820,1
181,30,1,1,0,1,4455,36,123.75,True,False,False,False,False,False,False,False,False,2,160380,0
273,28,1,1,0,1,3060,48,63.75,True,False,False,False,False,False,True,False,False,2,146880,0
632,23,1,1,4,1,1444,15,96.26666666666668,True,False,False,False,False,False,True,False,False,1,21660,3
875,40,0,1,3,1,1322,11,120.1818181818182,True,False,True,False,False,False,False,False,False,1,14542,1
85,29,0,1,0,3,1412,12,117.66666666666669,True,False,False,False,False,False,False,False,False,1,16944,0
128,34,1,1,0,1,1860,12,155.0,True,False,True,False,False,False,False,False,False,1,22320,0
687,30,1,1,1,1,2862,36,79.5,False,False,True,False,False,False,False,False,False,2,103032,0
547,32,1,1,0,3,1552,24,64.66666666666667,True,False,False,False,False,False,True,False,False,1,37248,0
119,36,1,1,2,1,2366,12,197.16666666666663,True,False,True,False,False,False,False,False,False,2,28392,0
129,29,0,1,0,0,3499,12,291.5833333333333,True,False,True,False,False,False,False,False,False,2,41988,0
642,40,1,1,1,3,4623,15,308.2,True,False,False,False,True,False,False,False,False,2,69345,1
106,39,1,1,0,3,6458,18,358.77777777777777,True,False,True,False,False,False,False,False,False,0,116244,0
556,28,0,1,1,1,2278,18,126.55555555555556,True,False,True,False,False,False,False,False,False,2,41004,0
102,24,0,1,0,3,932,6,155.33333333333334,True,False,False,False,False,False,True,False,False,1,5592,3
369,40,0,1,0,1,3001,18,166.72222222222223,False,True,False,False,False,True,False,False,False,2,54018,1
986,33,1,1,0,2,6289,42,149.73809523809524,True,False,False,False,False,False,False,False,False,0,264138,0
915,32,0,1,0,1,18424,48,383.8333333333333,True,False,False,False,False,False,False,False,True,3,884352,0
926,21,0,1,0,0,1049,18,58.27777777777778,False,True,False,False,False,True,False,False,False,1,18882,3
601,30,0,1,0,1,918,9,102.0,True,False,False,False,False,True,False,False,False,1,8262,0
819,26,1,1,0,0,1345,18,74.72222222222223,True,False,False,False,False,False,True,False,False,1,24210,0
108,30,0,1,4,0,7721,24,321.7083333333333,True,False,False,False,False,True,False,False,False,0,185304,0
12,22,0,1,0,1,1567,12,130.58333333333334,True,False,False,False,False,False,True,False,False,1,18804,3
585,20,0,1,0,0,2039,18,113.27777777777776,False,True,False,False,False,True,False,False,False,2,36702,3
47,23,0,0,2,0,1352,6,225.33333333333331,False,True,True,False,False,False,False,False,False,1,8112,3
46,39,1,1,2,3,2299,36,63.86111111111112,True,False,False,False,False,False,True,False,False,2,82764,0
362,36,0,1,0,2,2247,12,187.25,True,False,True,False,False,False,False,False,False,2,26964,0
185,31,1,1,0,3,1360,15,90.66666666666669,True,False,False,False,False,False,True,False,False,1,20400,0
865,20,0,1,2,3,2221,15,148.06666666666666,False,True,False,False,False,True,False,False,False,2,33315,3
595,32,0,1,1,1,931,6,155.16666666666666,True,False,True,False,False,False,False,False,False,1,5586,0
747,37,0,1,0,0,1274,12,106.16666666666669,True,False,True,False,False,False,False,False,False,1,15288,0
662,50,1,1,0,3,2241,21,106.71428571428572,True,False,False,False,False,True,False,False,False,2,47061,1
196,28,0,1,0,3,1382,6,230.33333333333331,True,False,False,False,False,False,True,False,False,1,8292,0
646,32,1,1,0,0,4583,30,152.76666666666668,True,False,False,False,False,True,False,False,False,2,137490,0
876,36,1,1,0,0,1940,18,107.77777777777776,False,False,False,False,False,False,True,False,False,1,34920,0
656,41,1,1,0,1,888,12,74.0,True,False,True,False,False,False,False,False,False,1,10656,1
195,34,0,1,0,1,1501,9,166.77777777777777,True,False,False,False,True,False,False,False,False,1,13509,0
511,32,1,1,0,3,4686,36,130.16666666666666,False,False,True,False,False,False,False,False,False,2,168696,0
672,42,1,1,0,3,10366,60,172.76666666666668,True,False,True,False,False,False,False,False,False,3,621960,1
785,35,1,1,3,1,1941,18,107.83333333333331,True,False,False,False,False,False,False,False,False,1,34938,0
679,26,0,1,0,3,1453,18,80.72222222222223,True,False,False,False,False,False,True,False,False,1,26154,0
422,47,1,1,0,1,958,12,79.83333333333333,True,False,True,False,False,False,False,False,False,1,11496,1
282,49,1,1,4,2,1445,18,80.27777777777777,True,False,False,False,False,False,True,False,False,1,26010,1
488,35,1,1,1,3,1418,10,141.8,False,True,True,False,False,False,False,False,False,1,14180,0
368,42,1,1,0,0,3446,36,95.72222222222224,True,False,False,False,False,True,False,False,False,2,124056,1
794,32,1,1,2,3,3062,24,127.58333333333331,False,True,False,False,False,True,False,False,False,2,73488,0
17,25,1,1,4,0,8072,30,269.06666666666666,True,False,False,False,False,False,False,False,False,0,242160,0
3,45,1,1,0,0,7882,42,187.66666666666663,False,False,False,False,False,True,False,False,False,0,331044,1
852,35,1,1,0,3,1471,15,98.06666666666666,False,False,False,False,False,False,True,False,False,1,22065,0
281,50,1,1,0,3,1574,12,131.16666666666666,True,False,False,False,False,True,False,False,False,1,18888,1
818,43,1,1,0,0,15857,36,440.47222222222223,True,False,False,False,False,False,False,False,True,3,570852,1
529,41,1,1,0,0,662,6,110.33333333333331,True,False,True,False,False,False,False,False,False,1,3972,1
711,35,0,1,0,0,1198,6,199.66666666666663,False,False,False,False,True,False,False,False,False,1,7188,0
432,36,1,1,0,0,1872,6,312.0,False,False,False,False,False,True,False,False,False,1,11232,0
244,35,0,1,2,3,3447,12,287.25,True,False,False,False,True,False,False,False,False,2,41364,0
197,27,0,1,1,1,951,12,79.25,False,True,False,False,False,True,False,False,False,1,11412,0
828,47,1,1,4,0,8335,36,231.52777777777777,False,False,True,False,False,False,False,False,False,0,300060,1
918,33,1,1,1,0,2359,24,98.29166666666669,True,False,False,False,False,True,False,False,False,2,56616,0
357,26,1,1,0,3,4463,36,123.97222222222224,True,False,False,False,False,False,True,False,False,2,160668,0
