Unnamed: 0,Age,Sex,Job,Saving_accounts,Checking_account,Credit_amount,Duration,Default,Credit_per_Duration,Housing_own,Housing_rent,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Credit_Amount_Bin,Credit_Duration_Product,Age_Group_Label
0,67,1,1,4,0,1169,6,0,194.83333333333331,True,False,False,False,False,False,True,False,False,1,7014,2
1,22,0,1,0,1,5951,48,1,123.97916666666669,True,False,False,False,False,False,True,False,False,0,285648,3
2,49,1,1,0,3,2096,12,0,174.66666666666666,True,False,False,False,True,False,False,False,False,2,25152,1
3,45,1,1,0,0,7882,42,1,187.66666666666663,False,False,False,False,False,True,False,False,False,0,331044,1
4,53,1,1,0,0,4870,24,0,202.91666666666663,False,False,True,False,False,False,False,False,False,2,116880,1
6,53,1,1,2,3,2835,24,0,118.125,True,False,False,False,False,True,False,False,False,2,68040,1
7,35,1,1,0,1,6948,36,1,193.0,False,True,True,False,False,False,False,False,False,0,250128,0
8,61,1,1,3,3,3059,12,0,254.91666666666663,True,False,False,False,False,False,True,False,False,2,36708,2
9,28,1,1,0,1,5234,30,1,174.46666666666667,True,False,True,False,False,False,False,False,False,0,157020,0
10,25,0,1,0,1,1295,12,0,107.91666666666669,False,True,True,False,False,False,False,False,False,1,15540,0
11,24,0,1,0,0,4308,48,0,89.75,False,True,False,False,False,False,False,False,False,2,206784,3
12,22,0,1,0,1,1567,12,0,130.58333333333334,True,False,False,False,False,False,True,False,False,1,18804,3
13,60,1,1,0,0,1199,24,0,49.958333333333336,True,False,True,False,False,False,False,False,False,1,28776,2
14,28,0,1,0,0,1403,15,0,93.53333333333332,False,True,True,False,False,False,False,False,False,1,21045,0
15,32,0,1,1,0,1282,24,0,53.41666666666666,True,False,False,False,False,False,True,False,False,1,30768,0
17,25,1,1,4,0,8072,30,1,269.06666666666666,True,False,False,False,False,False,False,False,False,0,242160,0
18,44,0,1,0,1,12579,24,1,524.125,False,False,True,False,False,False,False,False,False,3,301896,1
19,31,1,1,2,3,3430,24,0,142.91666666666666,True,False,False,False,False,False,True,False,False,2,82320,0
20,48,1,1,0,3,2134,9,0,237.11111111111111,True,False,True,False,False,False,False,False,False,2,19206,1
21,44,1,1,2,0,2647,6,0,441.1666666666667,False,True,False,False,False,False,True,False,False,2,15882,1
22,48,1,1,0,0,2241,10,0,224.1,False,True,True,False,False,False,False,False,False,2,22410,1
23,44,1,1,1,1,1804,12,0,150.33333333333334,True,False,True,False,False,False,False,False,False,1,21648,1
25,36,1,1,0,0,1374,6,0,229.0,True,False,False,False,False,True,False,False,False,1,8244,0
26,39,1,1,0,3,426,6,0,71.0,True,False,False,False,False,False,True,False,False,1,2556,0
27,42,0,1,3,2,409,12,0,34.083333333333336,False,True,False,False,False,False,True,False,False,1,4908,1
28,34,1,1,0,1,2415,7,0,345.0,True,False,False,False,False,False,True,False,False,2,16905,0
29,63,1,1,0,0,6836,60,1,113.93333333333334,True,False,False,False,False,False,False,False,False,0,410160,2
30,36,1,1,3,1,1913,18,0,106.27777777777776,True,False,False,False,False,False,False,False,False,1,34434,0
31,27,1,1,0,0,4020,24,0,167.5,True,False,False,False,False,True,False,False,False,2,96480,0
32,30,1,1,1,1,5866,18,1,325.8888888888889,True,False,True,False,False,False,False,False,False,0,105588,0
34,33,0,1,0,2,1474,12,0,122.83333333333331,True,False,False,False,False,True,False,False,False,1,17688,0
35,25,1,1,0,1,4746,45,0,105.46666666666668,True,False,False,False,False,False,True,False,False,2,213570,0
36,31,1,1,0,3,6110,48,1,127.29166666666669,False,False,False,False,True,False,False,False,False,0,293280,0
37,37,1,1,0,2,2100,18,0,116.66666666666669,True,False,False,False,False,False,True,False,False,2,37800,0
38,37,1,1,0,2,1225,10,0,122.5,True,False,False,True,False,False,False,False,False,1,12250,0
39,24,1,1,0,1,458,9,0,50.888888888888886,True,False,False,False,False,False,True,False,False,1,4122,3
40,30,1,1,2,3,2333,30,0,77.76666666666667,True,False,False,False,False,False,True,False,False,2,69990,0
41,26,1,1,2,1,1158,12,0,96.5,True,False,False,False,False,False,True,False,False,1,13896,0
42,44,1,1,0,1,6204,18,1,344.6666666666667,True,False,False,False,False,False,False,True,False,0,111672,1
43,24,1,1,1,0,6187,30,1,206.2333333333333,False,True,True,False,False,False,False,False,False,0,185610,3
44,58,0,1,0,0,6143,48,1,127.97916666666669,False,False,True,False,False,False,False,False,False,0,294864,1
45,35,0,1,0,3,1393,11,0,126.63636363636364,True,False,True,False,False,False,False,False,False,1,15323,0
46,39,1,1,2,3,2299,36,0,63.86111111111112,True,False,False,False,False,False,True,False,False,2,82764,0
47,23,0,0,2,0,1352,6,0,225.33333333333331,False,True,True,False,False,False,False,False,False,1,8112,3
48,39,1,1,0,3,7228,11,1,657.0909090909091,True,False,True,False,False,False,False,False,False,0,79508,0
49,28,0,1,1,3,2073,12,0,172.75,True,False,False,False,False,False,True,False,False,2,24876,0
50,29,1,1,4,1,2333,24,0,97.20833333333331,True,False,False,False,False,True,False,False,False,2,55992,0
51,30,1,1,0,1,5965,27,1,220.92592592592592,True,False,True,False,False,False,False,False,False,0,161055,0
52,25,1,1,0,3,1262,12,0,105.16666666666669,True,False,False,False,False,False,True,False,False,1,15144,0
54,57,1,1,0,1,2225,36,0,61.80555555555556,False,False,True,False,False,False,False,False,False,2,80100,1
56,52,1,1,4,1,6468,12,1,539.0,True,False,False,False,False,False,True,False,False,0,77616,1
57,31,0,1,0,3,9566,36,1,265.72222222222223,True,False,False,False,False,False,True,False,False,0,344376,0
58,23,0,1,0,2,1961,18,0,108.94444444444444,True,False,True,False,False,False,False,False,False,1,35298,3
59,23,0,1,0,0,6229,36,1,173.02777777777777,False,True,False,False,False,True,False,False,False,0,224244,3
60,27,1,1,0,1,1391,9,0,154.55555555555554,True,False,False,False,False,False,False,False,False,1,12519,0
61,50,1,1,4,1,1537,15,0,102.46666666666668,True,False,False,False,False,False,True,False,False,1,23055,1
62,61,1,1,0,1,1953,36,0,54.25,False,False,False,False,False,False,False,False,False,1,70308,2
63,25,1,1,0,1,14421,48,1,300.4375,True,False,False,False,False,False,False,False,False,3,692208,0
64,26,0,1,0,3,3181,24,0,132.54166666666666,True,False,False,False,False,False,True,False,False,2,76344,0
66,29,0,1,0,3,2171,12,0,180.91666666666663,True,False,False,False,False,False,True,False,False,2,26052,0
67,22,1,1,3,1,1007,12,0,83.91666666666667,True,False,True,False,False,False,False,False,False,1,12084,3
68,37,1,1,0,3,1819,36,0,50.52777777777778,False,False,False,False,True,False,False,False,False,1,65484,0
70,30,0,1,0,3,8133,36,1,225.91666666666663,True,False,True,False,False,False,False,False,False,0,292788,0
72,51,1,1,0,0,1164,8,0,145.5,False,False,False,False,False,False,False,False,True,1,9312,1
73,41,0,1,0,1,5954,42,1,141.76190476190476,True,False,False,False,False,False,False,False,False,0,250068,1
74,40,1,1,4,0,1977,36,0,54.91666666666666,True,False,False,False,True,False,False,False,False,1,71172,1
75,66,1,1,0,0,1526,12,0,127.16666666666669,False,False,True,False,False,False,False,False,False,1,18312,2
76,34,1,1,0,0,3965,42,0,94.4047619047619,True,False,False,False,False,False,True,False,False,2,166530,0
77,51,1,1,0,1,4771,11,0,433.7272727272728,True,False,False,False,False,False,True,False,False,2,52481,1
79,22,1,1,0,1,3832,30,0,127.73333333333332,True,False,False,False,False,True,False,False,False,2,114960,3
81,47,1,1,2,3,1213,15,0,80.86666666666666,True,False,False,False,False,False,True,False,False,1,18195,1
82,24,0,1,1,3,1568,18,0,87.11111111111111,False,True,False,False,False,False,False,False,False,1,28224,3
83,58,0,1,0,0,1755,24,0,73.125,True,False,False,False,False,False,False,False,True,1,42120,1
84,52,1,1,0,0,2315,10,0,231.5,True,False,False,False,False,False,True,False,False,2,23150,1
85,29,0,1,0,3,1412,12,0,117.66666666666669,True,False,False,False,False,False,False,False,False,1,16944,0
86,27,0,1,0,1,1295,18,0,71.94444444444444,True,False,False,False,False,True,False,False,False,1,23310,0
87,47,1,1,1,1,12612,36,1,350.3333333333333,False,False,False,False,True,False,False,False,False,3,454032,1
88,30,1,1,1,0,2249,18,0,124.94444444444444,True,False,True,False,False,False,False,False,False,2,40482,0
89,28,1,1,0,0,1108,12,0,92.33333333333331,True,False,False,False,False,False,False,True,False,1,13296,0
90,56,1,1,0,3,618,12,0,51.5,True,False,False,False,False,False,True,False,False,1,7416,1
91,54,1,1,0,0,1409,12,0,117.41666666666669,True,False,True,False,False,False,False,False,False,1,16908,1
93,20,1,1,4,2,3617,24,0,150.70833333333334,False,True,False,False,False,True,False,False,False,2,86808,3
94,54,1,1,3,1,1318,12,0,109.83333333333331,True,False,True,False,False,False,False,False,False,1,15816,1
95,58,1,1,0,1,15945,54,1,295.27777777777777,False,True,False,False,False,False,False,False,False,3,861030,1
97,34,1,1,1,1,2622,18,0,145.66666666666666,True,False,False,False,False,False,False,False,False,2,47196,0
98,36,1,1,0,1,2337,36,0,64.91666666666667,True,False,False,False,False,False,True,False,False,2,84132,0
99,36,1,1,4,1,7057,20,1,352.85,False,True,True,False,False,False,False,False,False,0,141140,0
100,41,1,1,1,3,1469,24,0,61.208333333333336,False,True,True,False,False,False,False,False,False,1,35256,1
101,24,1,1,0,1,2323,36,0,64.52777777777777,False,True,False,False,False,False,True,False,False,2,83628,3
102,24,0,1,0,3,932,6,0,155.33333333333334,True,False,False,False,False,False,True,False,False,1,5592,3
103,35,1,1,0,1,1919,9,0,213.22222222222223,False,True,False,False,False,True,False,False,False,1,17271,0
105,39,1,1,0,1,11938,24,1,497.4166666666667,True,False,False,False,False,False,False,False,True,3,286512,0
106,39,1,1,0,3,6458,18,1,358.77777777777777,True,False,True,False,False,False,False,False,False,0,116244,0
107,32,1,1,0,1,6078,12,1,506.5,True,False,True,False,False,False,False,False,False,0,72936,0
108,30,0,1,4,0,7721,24,1,321.7083333333333,True,False,False,False,False,True,False,False,False,0,185304,0
109,35,1,1,2,1,1410,14,0,100.71428571428572,True,False,False,False,False,False,False,False,False,1,19740,0
110,31,1,1,1,1,1449,6,0,241.5,True,False,False,False,False,False,False,False,False,1,8694,0
111,23,0,1,0,2,392,15,0,26.133333333333333,False,True,False,False,True,False,False,False,False,1,5880,3
112,28,1,1,0,1,6260,18,1,347.77777777777777,False,True,True,False,False,False,False,False,False,0,112680,0
113,25,0,1,0,3,7855,36,1,218.19444444444449,True,False,True,False,False,False,False,False,False,0,282780,0
114,35,1,1,2,0,1680,12,0,140.0,True,False,False,False,False,False,True,False,False,1,20160,0
116,30,0,1,4,0,7174,42,1,170.8095238095238,True,False,False,False,False,False,True,False,False,0,301308,0
117,27,0,1,4,0,2132,10,0,213.2,False,True,False,False,False,True,False,False,False,2,21320,0
118,23,0,1,2,0,4281,33,0,129.72727272727272,True,False,False,False,False,True,False,False,False,2,141273,3
119,36,1,1,2,1,2366,12,0,197.16666666666663,True,False,True,False,False,False,False,False,False,2,28392,0
120,25,0,1,0,0,1835,21,0,87.38095238095238,True,False,False,False,False,False,True,False,False,1,38535,0
121,41,0,1,0,3,3868,24,0,161.16666666666666,False,True,True,False,False,False,False,False,False,2,92832,1
122,24,1,1,0,3,1768,12,0,147.33333333333334,False,True,False,False,False,True,False,False,False,1,21216,3
123,63,1,1,0,2,781,10,0,78.1,False,False,True,False,False,False,False,False,False,1,7810,2
124,27,0,1,4,1,1924,18,0,106.88888888888889,False,True,False,False,False,True,False,False,False,1,34632,0
125,30,1,1,0,0,2121,12,0,176.75,True,False,True,False,False,False,False,False,False,2,25452,0
126,40,1,1,0,0,701,12,0,58.41666666666666,True,False,False,False,False,False,True,False,False,1,8412,1
127,30,1,1,0,1,639,12,0,53.25,True,False,False,False,False,False,False,True,False,1,7668,0
128,34,1,1,0,1,1860,12,0,155.0,True,False,True,False,False,False,False,False,False,1,22320,0
129,29,0,1,0,0,3499,12,0,291.5833333333333,True,False,True,False,False,False,False,False,False,2,41988,0
130,24,0,1,4,1,8487,48,1,176.8125,True,False,True,False,False,False,False,False,False,0,407376,3
131,29,1,1,0,0,6887,36,1,191.30555555555557,True,False,False,False,True,False,False,False,False,0,247932,0
132,27,1,1,0,3,2708,15,0,180.53333333333333,True,False,False,False,False,True,False,False,False,2,40620,0
133,47,1,1,0,3,1984,18,0,110.22222222222224,False,False,False,False,False,True,False,False,False,1,35712,1
134,21,0,1,1,3,10144,60,1,169.06666666666666,True,False,False,False,False,False,True,False,False,3,608640,3
136,27,1,1,3,3,8613,27,1,319.0,True,False,True,False,False,False,False,False,False,0,232551,0
137,66,1,1,2,1,766,12,0,63.833333333333336,True,False,False,False,False,False,True,False,False,1,9192,2
138,35,1,1,4,1,2728,15,0,181.86666666666667,True,False,False,False,False,False,True,False,False,2,40920,0
139,44,0,1,0,2,1881,12,0,156.75,False,True,False,False,False,False,True,False,False,1,22572,1
140,27,1,0,3,2,709,6,0,118.16666666666669,True,False,True,False,False,False,False,False,False,1,4254,0
141,30,0,1,0,1,4795,36,0,133.19444444444446,True,False,False,False,False,False,True,False,False,2,172620,0
142,27,1,1,0,0,3416,27,0,126.51851851851852,True,False,False,False,False,False,True,False,False,2,92232,0
143,22,1,1,0,0,2462,18,0,136.77777777777777,True,False,False,False,False,True,False,False,False,2,44316,3
144,23,0,1,0,3,2288,21,0,108.95238095238096,True,False,False,False,False,True,False,False,False,2,48048,3
145,30,1,1,1,1,3566,48,0,74.29166666666667,True,False,False,False,False,False,False,False,False,2,171168,0
146,39,0,1,0,0,860,6,0,143.33333333333334,True,False,True,False,False,False,False,False,False,1,5160,0
147,51,0,1,1,3,682,12,0,56.833333333333336,True,False,True,False,False,False,False,False,False,1,8184,1
148,28,1,1,0,0,5371,36,1,149.19444444444446,True,False,False,False,False,True,False,False,False,0,193356,0
149,46,1,1,3,3,1582,18,0,87.88888888888889,True,False,False,False,False,False,True,False,False,1,28476,1
150,42,1,1,1,3,1346,6,0,224.33333333333331,False,False,False,False,False,False,True,False,False,1,8076,1
151,38,1,1,0,3,1924,10,0,192.4,True,False,False,False,False,False,True,False,False,1,19240,0
152,24,1,1,0,2,5848,36,1,162.44444444444446,True,False,False,False,False,False,True,False,False,0,210528,3
153,29,0,1,3,1,7758,24,1,323.25,False,True,True,False,False,False,False,False,False,0,186192,0
154,36,1,1,1,1,6967,24,1,290.2916666666667,False,True,False,False,False,False,False,False,False,0,167208,0
155,20,0,1,0,0,1282,12,0,106.83333333333331,False,True,False,False,False,True,False,False,False,1,15384,3
156,48,1,1,1,0,1288,9,0,143.11111111111111,True,False,False,False,False,False,False,True,False,1,11592,1
157,45,1,1,0,0,339,12,0,28.25,True,False,False,False,True,False,False,False,False,1,4068,1
158,38,1,1,1,1,3512,24,0,146.33333333333334,True,False,True,False,False,False,False,False,False,2,84288,0
160,36,1,1,1,3,2872,24,0,119.66666666666669,True,False,False,False,False,False,True,False,False,2,68928,0
161,30,0,1,0,3,1055,18,0,58.61111111111112,True,False,True,False,False,False,False,False,False,1,18990,0
162,36,1,1,2,3,1262,15,0,84.13333333333334,True,False,False,True,False,False,False,False,False,1,18930,0
163,70,1,1,0,1,7308,10,1,730.8,False,False,True,False,False,False,False,False,False,0,73080,2
164,36,1,1,2,3,909,36,0,25.25,True,False,True,False,False,False,False,False,False,1,32724,0
165,32,1,1,2,3,2978,6,0,496.3333333333333,True,False,False,False,False,True,False,False,False,2,17868,0
166,33,0,1,0,0,1131,18,0,62.833333333333336,True,False,False,False,False,True,False,False,False,1,20358,0
167,20,0,1,3,1,1577,11,0,143.36363636363637,True,False,False,False,False,True,False,False,False,1,17347,3
168,25,0,1,0,3,3972,24,0,165.5,False,True,False,False,False,True,False,False,False,2,95328,0
169,31,1,1,0,1,1935,24,0,80.625,True,False,False,False,False,False,False,False,False,1,46440,0
170,33,1,1,0,0,950,15,0,63.333333333333336,False,True,True,False,False,False,False,False,False,1,14250,0
171,26,0,1,0,3,763,12,0,63.583333333333336,True,False,False,False,False,True,False,False,False,1,9156,0
172,34,0,1,0,1,2064,24,0,86.0,True,False,False,False,False,True,False,False,False,2,49536,0
173,33,1,1,0,1,1414,8,0,176.75,True,False,False,False,False,False,True,False,False,1,11312,0
174,26,1,1,0,0,3414,21,0,162.57142857142858,True,False,False,False,True,False,False,False,False,2,71694,0
176,42,1,1,0,0,2577,12,0,214.75,True,False,False,False,False,True,False,False,False,2,30924,1
177,52,1,1,2,0,338,6,0,56.333333333333336,True,False,False,False,False,False,True,False,False,1,2028,1
178,31,1,1,0,3,1963,12,0,163.58333333333334,False,True,False,False,False,False,True,False,False,1,23556,0
179,65,1,1,0,0,571,21,0,27.19047619047619,True,False,True,False,False,False,False,False,False,1,11991,2
180,28,1,1,0,3,9572,36,1,265.8888888888889,True,False,False,False,False,False,False,False,False,0,344592,0
181,30,1,1,0,1,4455,36,0,123.75,True,False,False,False,False,False,False,False,False,2,160380,0
182,40,1,1,4,0,1647,21,0,78.42857142857143,True,False,True,False,False,False,False,False,False,1,34587,1
183,50,1,1,3,3,3777,24,0,157.375,True,False,False,False,False,True,False,False,False,2,90648,1
184,36,1,1,0,1,884,18,0,49.11111111111112,True,False,True,False,False,False,False,False,False,1,15912,0
185,31,1,1,0,3,1360,15,0,90.66666666666669,True,False,False,False,False,False,True,False,False,1,20400,0
186,74,0,1,0,1,5129,9,1,569.8888888888889,False,False,True,False,False,False,False,False,False,0,46161,2
187,68,1,0,0,1,1175,16,0,73.4375,False,False,True,False,False,False,False,False,False,1,18800,2
188,20,1,1,1,0,674,12,0,56.16666666666666,True,False,False,False,False,False,True,False,False,1,8088,3
189,33,0,1,0,1,3244,18,0,180.22222222222223,True,False,False,False,False,True,False,False,False,2,58392,0
190,54,1,1,3,3,4591,24,0,191.29166666666663,True,False,False,False,False,False,False,False,False,2,110184,1
191,34,1,1,1,1,3844,48,0,80.08333333333333,False,False,False,False,False,False,False,False,False,2,184512,0
192,36,1,1,0,1,3915,27,0,145.0,True,False,False,False,False,False,False,False,False,2,105705,0
193,29,1,1,0,3,2108,6,0,351.3333333333333,False,True,False,False,False,False,True,False,False,2,12648,0
194,21,1,1,1,1,3031,45,0,67.35555555555555,False,True,False,False,False,False,True,False,False,2,136395,3
195,34,0,1,0,1,1501,9,0,166.77777777777777,True,False,False,False,True,False,False,False,False,1,13509,0
196,28,0,1,0,3,1382,6,0,230.33333333333331,True,False,False,False,False,False,True,False,False,1,8292,0
197,27,0,1,1,1,951,12,0,79.25,False,True,False,False,False,True,False,False,False,1,11412,0
198,36,1,1,4,1,2760,24,0,115.0,False,False,True,False,False,False,False,False,False,2,66240,0
199,40,1,1,0,1,4297,18,0,238.72222222222223,True,False,False,False,False,True,False,False,False,2,77346,1
200,52,1,1,2,3,936,9,0,104.0,True,False,False,False,True,False,False,False,False,1,8424,1
201,27,1,1,0,0,1168,12,0,97.33333333333331,True,False,True,False,False,False,False,False,False,1,14016,0
202,26,1,1,0,3,5117,27,1,189.5185185185185,True,False,False,False,False,False,False,False,False,0,138159,0
203,21,1,1,0,0,902,12,0,75.16666666666667,False,True,False,False,True,False,False,False,False,1,10824,3
204,38,1,1,0,3,1495,12,0,124.58333333333331,True,False,True,False,False,False,False,False,False,1,17940,0
205,38,1,1,0,0,10623,30,1,354.1,False,False,True,False,False,False,False,False,False,3,318690,0
206,43,1,1,0,3,1935,12,0,161.25,True,False,False,False,False,True,False,False,False,1,23220,1
207,26,1,1,0,1,1424,12,0,118.66666666666669,True,False,False,True,False,False,False,False,False,1,17088,0
208,21,1,1,0,0,6568,24,1,273.6666666666667,True,False,False,False,False,False,False,False,False,0,157632,3
209,55,1,1,3,3,1413,12,0,117.75,True,False,True,False,False,False,False,False,False,1,16956,1
212,50,1,1,0,0,5293,27,1,196.03703703703704,True,False,False,False,False,False,False,False,False,0,142911,1
213,66,1,1,0,2,1908,30,0,63.6,True,False,False,False,False,False,False,False,False,1,57240,2
215,39,0,1,4,1,932,6,0,155.33333333333334,True,False,False,False,True,False,False,False,False,1,5592,0
216,31,1,1,0,0,3104,18,0,172.44444444444446,True,False,False,False,False,False,False,False,False,2,55872,0
217,23,1,1,0,2,3913,36,0,108.69444444444444,True,False,False,False,False,False,True,False,False,2,140868,3
218,24,1,1,0,0,3021,24,0,125.875,False,True,False,False,False,True,False,False,False,2,72504,3
219,64,0,1,0,3,1364,10,0,136.4,True,False,True,False,False,False,False,False,False,1,13640,2
220,26,1,1,0,1,625,12,0,52.083333333333336,True,False,False,False,False,False,True,False,False,1,7500,0
221,23,0,1,4,0,1200,12,0,100.0,False,True,False,False,True,False,False,False,False,1,14400,3
222,30,1,1,0,3,707,12,0,58.91666666666666,True,False,False,False,False,False,True,False,False,1,8484,0
224,30,1,1,0,3,4657,15,0,310.46666666666664,True,False,True,False,False,False,False,False,False,2,69855,0
225,27,1,1,0,3,2613,36,0,72.58333333333333,True,False,False,False,False,False,False,True,False,2,94068,0
226,27,1,1,3,1,10961,48,1,228.35416666666663,True,False,False,False,False,False,True,False,False,3,526128,0
227,53,1,1,0,0,7865,12,1,655.4166666666666,False,False,False,False,False,True,False,False,False,0,94380,1
228,22,1,1,0,3,1478,9,0,164.22222222222223,True,False,False,False,False,False,True,False,False,1,13302,3
229,22,1,1,0,0,3149,24,0,131.20833333333334,False,False,False,False,False,True,False,False,False,2,75576,3
230,26,1,1,0,2,4210,36,0,116.94444444444444,True,False,False,False,False,False,True,False,False,2,151560,0
231,51,1,1,2,3,2507,9,0,278.55555555555554,False,False,True,False,False,False,False,False,False,2,22563,1
232,35,1,1,1,3,2141,12,0,178.41666666666666,True,False,False,False,False,False,True,False,False,2,25692,0
233,25,1,1,0,1,866,18,0,48.11111111111112,True,False,False,False,False,False,True,False,False,1,15588,0
234,42,1,1,0,3,1544,4,0,386.0,True,False,False,False,False,False,True,False,False,1,6176,1
235,30,1,1,0,0,1823,24,0,75.95833333333333,True,False,False,False,False,False,True,False,False,1,43752,0
236,23,1,0,4,1,14555,6,1,2425.833333333333,True,False,True,False,False,False,False,False,False,3,87330,3
237,61,1,1,1,1,2767,21,0,131.76190476190476,False,True,False,False,False,False,False,False,False,2,58107,2
238,35,0,1,0,3,1291,12,0,107.58333333333331,True,False,False,False,False,False,True,False,False,1,15492,0
239,39,1,1,0,0,2522,30,0,84.06666666666666,True,False,False,False,False,False,True,False,False,2,75660,0
240,29,0,1,4,0,915,24,0,38.125,True,False,True,False,False,False,False,False,False,1,21960,0
241,51,1,1,0,3,1595,6,0,265.8333333333333,True,False,False,False,False,False,True,False,False,1,9570,1
242,24,1,1,0,0,4605,48,0,95.9375,False,False,True,False,False,False,False,False,False,2,221040,3
243,27,0,1,0,3,1185,12,0,98.75,True,False,False,False,False,False,False,False,False,1,14220,0
244,35,0,1,2,3,3447,12,0,287.25,True,False,False,False,True,False,False,False,False,2,41364,0
